,Date,Players,Game,Scores,Winner,Version,MA_score,MA_winner,MA_played,C_score,C_winner,C_played,M_score,M_winner,M_played,WO_score,WO_winner,WO_played,DA_score,DA_winner,DA_played,PA_score,PA_winner,PA_played,G_score,G_winner,G_played,I_score,I_winner,I_played,E_score,E_winner,E_played,IR_score,IR_winner,IR_played,EV_score,EV_winner,EV_played,has_score,has_winner,Nr_players
125,2019-04-28,I+M,Raptor,I0+M3,M,Normal,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
126,2019-05-05,I+M,Fox in the Forest,I11+M17,M,Normal,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,1,2
127,2019-05-05,I+M,Qwixx,I97+M76,I,Normal,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,0,0,0,0,0,0,0,0,0,1,1,2
128,2019-05-21,I+M+E+G,Qwixx,I108+M104+E79+G91,I,Normal,0,0,0,0,0,0,104,0,1,0,0,0,0,0,0,0,0,0,91,0,1,108,1,1,79,0,1,0,0,0,0,0,0,1,1,4
129,2019-05-21,I+M+E+G,Regenwormen,I3+M5+E8+G2,E,Normal,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,8,1,1,0,0,0,0,0,0,1,1,4
130,2019-05-22,I+M,Regenwormen,I12+M9,I,Normal,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,1,2
131,2019-05-22,I+M,Regenwormen,I6+M12,M,Normal,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,2
132,2019-05-22,I+M,Regenwormen,I6+M12,M,Normal,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,2
133,2019-05-23,I+M,Regenwormen,I13+M1,I,Normal,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,1,1,2
134,2019-05-23,I+M,Regenwormen,I9+M1,I,Normal,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,1,1,2
135,2019-05-24,I+M,Regenwormen,I12+M11,I,Normal,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,1,2
136,2019-05-26,M+C,Welcome to…,M90+C99,C,Normal,0,0,0,99,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
137,2019-05-26,M+C,Raptor,Mraptor:Cscientist,M,Normal,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
138,2019-05-26,M+C,Raptor,Mraptor:Cscientist,M,Normal,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
139,2019-05-26,I+M,Regenwormen,I10+M11,M,Normal,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,1,2
140,2019-05-26,I+M,Qwixx,I75+M58,I,Normal,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,0,0,0,0,0,0,0,0,0,1,1,2
141,2019-05-26,I+M,Qwixx,I97+M64,I,Normal,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,0,0,0,0,0,0,0,0,0,1,1,2
142,2019-05-28,I+M,Qwixx,I118+M65,I,Normal,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,0,0,0,0,0,0,0,0,0,1,1,2
143,2019-05-29,I+M,Regenwormen,I7+M14,M,Normal,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,1,2
144,2019-05-29,I+M,Jaipur,I77+M67,I,Normal,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,1,0,0,0,0,0,0,0,0,0,1,1,2
145,2019-05-29,I+M,Jaipur,I58+M90,M,Normal,0,0,0,0,0,0,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,1,1,2
146,2019-05-29,I+M,Jaipur,I83+M59,I,Normal,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,1,1,0,0,0,0,0,0,0,0,0,1,1,2
147,2019-05-31,I+M,Machiavelli,I24+M23,I,Normal,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,1,1,2
148,2019-05-31,I+M,Regenwormen,I2+M11,M,Normal,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2
149,2019-05-31,I+M,Regenwormen,I4+M12,M,Normal,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,2
150,2019-06-05,I+M,Qwixx,I64+M73,M,Normal,0,0,0,0,0,0,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,1,1,2
151,2019-06-07,I+M,Magic Maze,Scenario 1,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
152,2019-06-07,I+M,Magic Maze,Scenario 2,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
153,2019-06-07,I+M,Magic Maze,Scenario 3,,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
154,2019-06-07,I+M,Magic Maze,Scenario 3,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
155,2019-06-08,I+M,Magic Maze,Scenario 4,,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
156,2019-06-08,I+M,Magic Maze,Scenario 4,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
157,2019-06-08,I+M,Magic Maze,Scenario 5,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
158,2019-06-09,I+M,Magic Maze,Scenario 6,,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
159,2019-06-09,I+M,Magic Maze,Scenario 6,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
160,2019-06-09,I+M,Magic Maze,Scenario 7,,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
161,2019-06-09,I+M,Magic Maze,Scenario 7,,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
162,2019-06-09,I+M,Qwixx,I104+M50,I,Normal,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,1,1,0,0,0,0,0,0,0,0,0,1,1,2
163,2019-06-09,I+M,Regenwormen,I4+M4,I+M,Normal,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,1,2
164,2019-06-10,I+M,Qwixx,I94+M95,M,Normal,0,0,0,0,0,0,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0,0,0,0,0,1,1,2
165,2019-06-10,I+M,Qwixx,I82+M61,I,Normal,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1,0,0,0,0,0,0,0,0,0,1,1,2
166,2019-06-13,I+M,Regenwormen,I11+M9,I,Normal,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,1,1,2
167,2019-06-15,I+M,Qwixx,I67+M86,M,Normal,0,0,0,0,0,0,86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,1,1,2
168,2019-06-19,I+M,Qwixx,I96+M57,I,Normal,0,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,1,1,0,0,0,0,0,0,0,0,0,1,1,2
169,2019-06-20,I+M,Qwixx,I114+M58,I,Colors,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,1,1,0,0,0,0,0,0,0,0,0,1,1,2
170,2019-06-20,I+M,Qwixx,I92+M67,I,Random,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,1,1,0,0,0,0,0,0,0,0,0,1,1,2
171,2019-06-20,I+M,Qwixx,I80+M97,M,Normal,0,0,0,0,0,0,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,1,1,2
172,2019-06-22,I+M,Azul,I70+M44,I,Normal,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,1,1,0,0,0,0,0,0,0,0,0,1,1,2
173,2019-06-21,I+M+C,Magic Maze,Scenario 1,I+M+C,Normal,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
174,2019-06-21,I+M+C,Magic Maze,Scenario 2,,Normal,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
175,2019-06-21,I+M+C,Magic Maze,Scenario 2,I+M+C,Normal,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
176,2019-06-21,I+M+C,Magic Maze,Scenario 3,,Normal,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
177,2019-06-21,I+M+C,Magic Maze,Scenario 3,I+M+C,Normal,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
178,2019-06-23,I+M,Azul,I46+M55,M,Normal,0,0,0,0,0,0,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,1,1,2
179,2019-06-23,I+M,Azul,I44+M27,I,Normal,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,0,0,1,1,2
180,2019-07-07,I+M,Vergeten Stad,,I+M,Beginner,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
181,2019-07-07,I+M,Qwixx,I88+M80,I,Normal,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,0,0,0,0,0,0,0,0,0,1,1,2
182,2019-07-07,I+M,Qwixx,I97+M80,I,Normal,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,0,0,0,0,0,0,0,0,0,1,1,2
183,2019-07-08,I+M,Vergeten Stad,,I+M,Beginner,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
184,2019-07-08,I+M,Azul,I53+M42,I,Normal,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,0,0,0,0,0,0,0,0,0,1,1,2
185,2019-07-08,I+M,Azul,I67+M57,I,Normal,0,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,1,1,0,0,0,0,0,0,0,0,0,1,1,2
186,2019-07-10,I+M,Azul,I58+M55,I,Normal,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,1,1,0,0,0,0,0,0,0,0,0,1,1,2
187,2019-07-10,I+M,Azul,I38+M74,M,Normal,0,0,0,0,0,0,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,1,1,2
188,2019-07-10,I+M,Qwixx,I63+M88,M,Normal,0,0,0,0,0,0,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,1,1,2
189,2019-07-11,I+M,Codenames Duet,9 time,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
190,2019-07-11,I+M,Codenames Duet,Ilse got wrong,,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
191,2019-07-12,I+M,Qwixx,I119+M109,I,Normal,0,0,0,0,0,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,1,1,0,0,0,0,0,0,0,0,0,1,1,2
192,2019-07-13,I+M,Azul,I74+M87,M,Normal,0,0,0,0,0,0,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,0,0,0,0,1,1,2
193,2019-07-13,I+M,Codenames Duet,7,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
194,2019-07-13,I+M,Codenames Duet,9,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
195,2019-07-15,I+M,Codenames Duet,-,-,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
196,2019-07-15,I+M,Codenames Duet,9,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
197,2019-07-27,I+M,7 Wonders Duel,Groen,I,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
198,2019-07-27,I+M,Rozenkoning,I362+M116,I,Normal,0,0,0,0,0,0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,362,1,1,0,0,0,0,0,0,0,0,0,1,1,2
199,2019-07-28,I+M,Azul,I71+M60,I,Normal,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,1,1,0,0,0,0,0,0,0,0,0,1,1,2
200,2019-07-28,I+M,Azul,I46+M51,M,Normal,0,0,0,0,0,0,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,1,1,2
201,2019-08-10,I+M,Qwixx,I124+M132,M,Ketting Ib+Ma,0,0,0,0,0,0,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,124,0,1,0,0,0,0,0,0,0,0,0,1,1,2
202,2019-08-10,I+M,Qwixx,I103+M68,I,Treden Ia+Mb,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,1,1,0,0,0,0,0,0,0,0,0,1,1,2
203,2019-08-14,I+M,Azul,I98+M78,I,Normal,0,0,0,0,0,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,1,1,0,0,0,0,0,0,0,0,0,1,1,2
204,2019-08-18,I+M,Azul,I68+M58,I,Normal,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,1,1,0,0,0,0,0,0,0,0,0,1,1,2
205,2019-08-25,I+M,Santorini,I:Dionysus+M:Pan,I,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
206,2019-08-25,I+M,Santorini,I:Hermes+M:Hera,I,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
207,2019-08-25,I+M,Santorini,I:Atlas+M:Hestia,M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
208,2019-08-25,I+M,Regenwormen,I4+M17,M,Normal,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,2
209,2019-08-09,I+M,Qwixx,I97+M152,M,Treden Ic+Md,0,0,0,0,0,0,152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0,0,0,0,0,1,1,2
210,2019-09-15,I+M,Regenwormen,I12+M1,I,Normal,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,1,2
211,2019-09-20,I+M,Qwixx,I107+M56,I,Normal,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,1,1,0,0,0,0,0,0,0,0,0,1,1,2
212,2019-09-20,I+M,Qwixx,I65+M33,I,Normal,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,1,1,0,0,0,0,0,0,0,0,0,1,1,2
213,2019-09-20,I+M,Qwixx,I97+M86,I,Normal,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,0,0,0,0,0,0,0,0,0,1,1,2
214,2019-09-22,I+M,Mind,LVL2,-,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
215,2019-09-22,I+M,Mind,LVL12,I+M,Normal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
216,2019-09-22,I+M,Regenwormen,I4+M18,M,Normal,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,2
217,2019-10-06,I+M,Qwixx,I135+M120,I,Treden Ia+Me,0,0,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135,1,1,0,0,0,0,0,0,0,0,0,1,1,2
218,2019-10-12,I+M,Jaipur,I92+M81,I,Normal,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,1,1,0,0,0,0,0,0,0,0,0,1,1,2
219,2019-10-12,I+M,Jaipur,I79+M76,I,Normal,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,0,0,0,0,0,0,0,0,0,1,1,2
